	Part of Speech	main_word	main_word_id	main_word_GLOSS	2nd_word	2nd_word_id	2nd_word_GLOSS	3rd_word	3rd_word_id	3rd_word_GLOSS	ready?	who_collected	comment	lexeme_id	Gender	Attributive	Orthography	Lexical entry	No stress	Glossing label	comment_to_appear	meaning_1	meaning_1_rus	diathesis_1	example_1	example_1_cyr	example_1_rus	meaning_2	meaning_2_rus	diathesis_2	example_2	example_2_cyr	example_2_rus	meaning_3	meaning_3_rus	diathesis_3	example_3	example_3_cyr	example_3_rus	meaning_4	meaning_4_rus	diathesis_4	example_4	example_4_cyr	example_4_rus	who_compiled	elicited_day	elicited_month	elicited_year	updated_day	updated_month	updated_year	filename	speaker_name	gender	year_of_birth	lexcauc_id	swadesh_id	j/h	PFV.3	IPFV.3	INF.3	IMP.3	PROH.3	HPL/APL	Co-verbal form	Adverbial form	Lexical Entry
183	complex verb	lawɨr	v81	UP-do	uː		above				1.0	TM		cv183			уу лавыр		uː lawɨr	above UP-do		put on (clothes)	надевать (платье)	erg, abs	zad ʁijʁa bɨtʼrɨd uχun uː lawasɨ	зад гъийгъа бытӀрыд ухун уу лавасы	Я сегодня красивое платье надену																			TM	13.0	8	2023.0					Nazile														uː lawɨr
184	complex verb	lóˤwʁur	v102	UP-shift	uː		above				1.0	TM		cv182			уу лагъур		uː laʁur	above UP-shift		seat on	посадить сверху	erg, abs	hejwana χɨnɨχ uː laʁʷ	гьейвана хыных уу лагъв	Посади ребенка на лошадь																			TM	13.0	8	2023.0					Nazile														uː laʁur
185	complex verb	líwxir	v97	UP-put	uː		above				1.0	TM		cv184			уу ливхьир		uː liwxir	above UP-put		put upon, stack	класть сверху	erg, abs	jed mašina usbɨr lixir	йед машина усбыр лихьир	Мы на машину дрова погрузили																			TM	13.0	8	2023.0					Nazile														uː liwxir
186	complex verb	sawɨr	v152	DOWN-do	uː		above				1.0	TM		cv185			уу савыр		uː sawɨr	above DOWN-do		cover	накрывать	erg, abs	χɨnimeši uː jurʁanbɨr saʔ	хынимеши уу йургъанбыр саъ	Накрой детей одеялами																			TM	11.0	8	2023.0					Nurula														uː sawɨr
187	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	uf		uf				1.0	TM	ow (imp), owʁur (pfv), abʁura (prs)	cv187			уф выъыр		uf wɨʔɨr	uf do		blow (v), of person	дуть (о человеке)	erg, sup-ess	izdi xesɨma uf amabʁ / mawaʔ	изди хьесыма уф амабгъ / маваъ	Не дуй на мое лицо																			TM	11.0	8	2023.0					Nurula														uf wɨʔɨr
549	noun										1.0	NB		n544	4	úχad	ух	uχ	uχ	axle		axle	ось					sled runners	полозья у санок		hanɨw χezekexda uχbɨr giˤχɨˤra	гьаныв хезекехьда ухбыр гиӀхыӀра	Он приделал доску к полозьям													KF											797											
550	noun										1.0	NB		n545	3	uχnád	ухун	uχún	uχun	womanʼs_dress		womanʼs dress	платье женское		dawatmɨk lawɨra batʼratʼ uχun	даватмык лавыра батӀратӀ ухун	На свадьбу надела красивое платье	shirt	рубашка		had ʁejʁa jirqʼara gʷallaχaː ǯagːʷardɨ uχnakʷan	гьад гъейгъа йиркьара гваллахаа джагːʷарды ухнакван	Сегодня он пришёл на работу в белой рубашке													KF											525											
551	noun										1.0	NB		n546	4	úχurad	ухур	úχur	uχur	thread		thread	нитка		hanɨw lɨʔɨra uχura uː χadrabɨr	гьаныв лыъыра ухура уу хадрабыр	Она нанизала бусины на нитку																			KF											519											
552	complex noun	dan	n135	cheek	uxún	n547	belly-ATTR				1.0	NB		cn7			ухьнид дан	uxníd dan	uxnid dan	belly-ATTR cheek		navel	пупок																							KF											338											
105	adjective										1.0	TM	литературно-лирическое (Саид)	a100			ухьтанды ~ уфтанды	uxtándɨ ~ uftándɨ	uxtandɨ ~ uftandɨ	beautiful2		beautiful	красивый		ixʲdɨ sus uxtandɨ riʔi	ихьʼды сус ухьтанды риъи	Наша невеста красивая	good	хороший		wad uxtanna ješ haʔara	вад ухьтанна йеш гьаъара	Ты хорошо серпом косишь													TM	15.0	8.0	2023.0					Nazile												uxtanna	uxtanna	
553	noun										1.0	NB		n547	3	uxníd	ухьун	uxún	uxun	belly		stomach	желудок		me uxnimukla zad čʼirʁɨl haʔara	ме ухьнимукла зад чӀиргъыл гьаъара	Из этого коровьего желудка делаем требуху	belly	живот		me zirdɨ uxun eked wiʔi	ме зирды ухьун екед виъи	У этой коровы большой живот													KF											345											
197	verb										1.0	KF		v179			уӀвухуӀр	uˤwuχuˤr	uˤwuχuˤr	PV-keep		keep safe	хранить		zad uˤχur ɢumšied gülegʲ	зад уӀхур къумшиед гуьлегʼ	Я храню ключ соседа	care for a child	вырастить ребенка, заботиться		zad ɢariekʷan χɨnimer uˤduˤχur	зад къариекван хынимер уӀдуӀхур	Мы с женой заботились о детях	keep cattle	держать скотину		zad malbɨr uˤrχura	зад малбыр уӀрхура	Я держу домашний скот															Нурулла						uˤwuχuˤr	uˤwúˤrχuˤra	uˤwúˤχas	uˤwúˤχʷa	uˤmóˤwruˤχ	NO			
554	noun										1.0	NB		n548	3	uˤmurdid	уӀмур	úˤmur	uˤmur	life		life	жизнь		wi uˤmurdikan balad karbɨr ʁagʷara	ви уӀмурдикан балад карбыр гъагвара	Этот человек в жизни видел много вещей																			KF																						
555	noun										1.0	NB	дикая утка	n549	3	uˤrdéged	уӀрдегʼ	uˤrdégʲ	uˤrdegʲ	duck		duck	утка		hɨˤrčeqaned kiwɨqʼɨr diš tifang uˤrdegik	гьыӀрчехъанед кивыкьыр диш тифанг уӀрдегик	Охотник не попал ружьём в дикую утку																			KF											172											
188	complex verb	wɨ́ʔɨr ~ howʔɨr ~ háwʔɨr	v211	do	fikɨr		fikɨr				1.0	TM		cv51			фикыр выъыр		fikɨr wɨʔɨr	fikɨr do		think	думать	erg, gen	wad hijid fikɨr waʔara? zad wɨdɨ fikɨr waʔara	вад гьийид фикыр ваъара? зад выды фикыр ваъара	Ты о чем думаешь? я о тебе думаю																			TM	10.0	8	2023.0					Aga														fikɨr wɨʔɨr
189	complex verb	wišír	v202	become	fikɨrde		fikɨrde				1.0	TM		cv50			фикырде вишир		fikɨrde wišir	fikɨrde become		think over, be anxious	задуматься, переживать	abs, gen	zɨ χɨnχɨd fikɨre hišir	зы хынхыд фикыре гьишир	Я задумался о ребенке																			TM	16.0	8	2023.0					Nazile														fíkɨrde wišir
556	noun										1.0	AA		n550	3	findíqʼɨd	финдикь	findíqʼ	findiqʼ	hazelnut		hazelnut	орех лесной, фундук		jes sa mešuk findiqʼed qʼɨbqʼɨra šura	йес са мешук финдикьед кьыбкьыра шура	Брат привёз нам один мешок фундука																			KF	10.0	8	2023.0					Назиле	f		481											
557	noun										1.0	AA		n551	3	χabardid	хабар	χabár	χabar	piece_of_news		piece of news	новость		ʁijʁa cʼɨnda χabar iwiširaj	гъийгъа цӀында хабар ивиширай	Сегодня мы услышали новость																			KF	11.0	8	2023.0					Нурулла														
558	noun										1.0	AA		n552	3	χadrɐ́jid	хадра	χadrá	χadra	bead		bead	бусина		χadrabɨr kʼatɨšir saʔ sečura	хадрабыр кӀатышир саъ сечура	Бусы упали и сломались																			KF	11.0	8	2023.0					Нурулла			545											
559	noun										1.0	AA		n553	NO DATA	χadrɨjmɨd	хадрабыр	χadrábɨr	χadrabɨr	necklace		necklace	ожерелье		χɨdɨnɨw ejirχara χadrabɨr	хыдыныв ейирхара хадрабыр	Женщины носят бусы																			KF	11.0	8	2023.0					Нурулла			544											
560	noun										1.0	AA		n554	3	χajmijid	хайма	χajmá	χajma	mat		mat	палас (ковёр без ворса)		χajmijiː get suwqʼura	хаймийии гет сувкьура	На ковре кошка лежит																			KF	11.0	8	2023.0					Эльмира			751											
561	noun										1.0	AA		n555	3	χakɨ́ldɨ	хак	χak	χak	stake		stake	кол		zer siptʼɨra χakɨːlɨ	зер сиптӀыра хакыылы	Корову привязали к колу																			KF	11.0	8	2023.0					Эльмира			612											
562	noun										1.0	AA		n556	4	χáldɨ	хал	χal	χal	house		house	дом		hemi χala hušna ješemiš ruʔura diš	гьеми хала гьушна йешемиш руъура диш	В этом доме никто не живет	room	комната		mi χala maˤrur, mija il ruʔura	ми хала маӀрур, мийа ил руъура	В эту комнату не ходи — там воняет													KF	11.0	8	2023.0					Эльмира			558											
563	complex noun	xeb	n616	claw	χal	n556	house-ATTR				1.0	AA		cn8			халды хьеб	χáldɨ xeb	χaldɨ xeb	house-ATTR claw		foundation	фундамент		χalɨs xeb awɨxara	халыс хьеб авыхьара	Для дома фундамент сделали																			KF	13.0	8	2023.0					Лейла			573											
564	noun										1.0	AA		n557	3	χaličijid	халиче	χalíče	χaliče	carpet		carpet	ковер (с ворсом)		ixdɨ χala batʼrɨd χaliče	ихьды хала батӀрыд халиче	У нас дома красивый ковер																			KF	11.0	8	2023.0					Эльмира			750											
565	noun										1.0	AA		n558	3	χarád	хар	χar	χar	hail		hail	град		χarara pɨčʼ hɨʔɨr jezɨd karbɨrr	харара пычӀ гьыъыр йезыд карбырр	Град побил все посевы																			KF	11.0	8	2023.0					Эльмира			41											
566	noun										1.0	AA		n559	4	χarápʼad	харапӀ	χarápʼ	χarapʼ	ruin		ruin	развалины, руины		sɨwa u χarapʼ hišid χalbɨr habgʷara	сыва у харапӀ гьишид халбыр гьабгвара	На горе вверху видны развалины																			KF	11.0	8	2023.0					Эльмира			559											
106	adjective										1.0	TM		a108			харчӀед	χárčʼed	χarčʼed	blue		light blue	светло-синий		χarčʼed uχur leša ; jed χarčʼed ranga kʲʷelbɨr kiˤχɨr	харчӀед ухур леша ; йед харчӀед ранга кʼʷелбыр киӀхыр	Купи синие нитки ; Мы покрасили пряжу в синий цвет																			TM	15.0	8.0	2023.0					Nazile												χarčʼe	χarčʼena	
567	noun										1.0	AA		n560	4	χattid	хатӀ	χat	χat	writing		writing	письменность, буквы, почерк человека		zas hacʼara arabskij χatʼ	зас гьацӀара арабский хатӀ	Я знаю арабскую письменность																			KF	11.0	8	2023.0					Эльмира														
568	noun										1.0	AA		n561	4	χačidɨ	хач	χač	χač	cross		cross	крест		urusaše χač ejirχara	урусаше хач ейирхара	Русские носят кресты																			KF	11.0	8	2023.0					Нурулла			897											
198	verb										1.0	KF		v219			хачӀипхыр	χáčʼipχɨr	χačʼipχɨr	PV-throw		throw	кидать		zas hɨgara χɨnɨχ χačʼirχas	зас гьыгара хыных хачӀирхас	Я хочу выкинуть мальчика																																	χáčʼipχɨr	χáčʼwilχara	χáčʼipχas	χáčʼipχa	χáčʼmelwiχ ~ χáčʼmewlɨχ	NO			
569	noun										1.0	AA		n562	4	χaʔišed	хаъиш	χaʔíš	χaʔiš	request		request	просьба		hanuw hɨʔɨr diš izdɨ χaʔiš	гьанув гьыъыр диш изды хаъиш	Он не выполнил мою просьбу																			KF	14.0	8	2023.0					Эльмира														
570	noun										1.0	AA		n563	1	χaˤbáqaˤned	хаӀбаӀхъан	χaˤbáqaˤn	χaˤbaqaˤn	shepherd		shepherd	чабан		χaˤbaˤqan χɨˤbda duruʔura	хаӀбаӀхъан хыӀбда дуруъура	Чабан идет за овцами																			KF	11.0	8	2023.0					Нурулла			134											
571	noun										1.0	AA		n564	3	χadáˤχuled	хаӀдаӀхул	χadáˤχul	χadaˤχul	whey		whey	сыворотка		nise χaˤdaˤχulekʲ kine i	нисе хаӀдаӀхулекʼ кине и	Сыр лежит в сыворотке																			KF	11.0	8	2023.0					Нурулла			493											
572	noun										1.0	AA		n565	3	χáˤdejed	хаӀдей	χáˤdej	χaˤdej	star		star	звезда		ʁɨˤne χaˤdej keʁipχura	гъыӀне хаӀдей кегъипхура	Летом звезда падает																			KF	11.0	8	2023.0					Нурулла			29											
573	noun										1.0	AA		n566	4	χáˤldɨ	хаӀл	χaˤl	χaˤl	sky		sky	небо		χaˤlʲa χadejbɨr ʁabgura ; χaˤl údχura	хаӀлʼа хадейбыр гъабгура ; χaˤl údχura	На небе звезды видны ; Гроза																			KF	11.0	8	2023.0					Эльмира			26											
